2303; 0.057781; 0.001995; 0.00291512; 0.051623; 0.002056; 0.00293415
2303; 0.053325; 0.00196; 0.00291512; 0.050408; 0.002026; 0.00293415
2303; 0.062541; 0.001952; 0.00291512; 0.046585; 0.002028; 0.00293415
2303; 0.060938; 0.003535; 0.00291512; 0.043005; 0.003431; 0.00293415
2288; 0.057142; 0.00269; 0.00289818; 0.046072; 0.002705; 0.00293911
2288; 0.060006; 0.001914; 0.00289818; 0.046888; 0.002033; 0.00293911
2288; 0.055226; 0.001941; 0.00289818; 0.04202; 0.002025; 0.00293911
2288; 0.058117; 0.001959; 0.00289818; 0.04717; 0.001989; 0.00293911
2288; 0.056647; 0.003213; 0.00289818; 0.047159; 0.002988; 0.00293911
2288; 0.058456; 0.00195; 0.00289818; 0.046175; 0.002055; 0.00293911
2288; 0.058488; 0.001949; 0.00289818; 0.047717; 0.002061; 0.00293911
2288; 0.058392; 0.001979; 0.00289818; 0.045876; 0.002059; 0.00293911
2303; 0.059079; 0.002675; 0.00291052; 0.050765; 0.002553; 0.00293911
2303; 0.063062; 0.002238; 0.00291052; 0.056721; 0.002209; 0.00293215
2303; 0.054617; 0.003189; 0.00291052; 0.049412; 0.003316; 0.00293215
2303; 0.054182; 0.001917; 0.00291052; 0.04852; 0.002057; 0.00293215
2303; 0.058337; 0.003573; 0.00291052; 0.046888; 0.003353; 0.00293215
2303; 0.059013; 0.001969; 0.00291052; 0.048703; 0.002036; 0.00293215
2303; 0.055346; 0.001935; 0.00291052; 0.045363; 0.002015; 0.00293215
2303; 0.058177; 0.00199; 0.00291052; 0.043396; 0.002072; 0.00293215
2303; 0.053423; 0.002635; 0.00291052; 0.047737; 0.002589; 0.00293215
2293; 0.062575; 0.002167; 0.00291071; 0.047506; 0.002045; 0.00292601
2293; 0.055156; 0.002007; 0.00291071; 0.046261; 0.002018; 0.00292601
2293; 0.060723; 0.001995; 0.00291071; 0.047328; 0.002018; 0.00292601
2293; 0.05481; 0.00202; 0.00291071; 0.048174; 0.001999; 0.00292601
2293; 0.054031; 0.001957; 0.00291071; 0.045122; 0.002068; 0.00292601
2293; 0.060216; 0.003401; 0.00291071; 0.045933; 0.002986; 0.00292601
2293; 0.057087; 0.002019; 0.00291071; 0.041842; 0.002152; 0.00292601
2293; 0.053372; 0.002018; 0.00291071; 0.047063; 0.002103; 0.00292601
2278; 0.056165; 0.003362; 0.00289753; 0.041527; 0.003439; 0.00292601
2288; 0.056108; 0.003016; 0.00289753; 0.047305; 0.002792; 0.00293673
2288; 0.050667; 0.00202; 0.00289753; 0.0463; 0.002049; 0.00293673
2288; 0.062725; 0.001942; 0.00289753; 0.041195; 0.002015; 0.00293673
2288; 0.051588; 0.002939; 0.00289753; 0.046982; 0.002182; 0.00293673
2288; 0.056196; 0.001971; 0.00289753; 0.042744; 0.002048; 0.00293673
2288; 0.062356; 0.002192; 0.00289753; 0.046332; 0.003843; 0.00293673
2288; 0.055453; 0.001955; 0.00289753; 0.049668; 0.00202; 0.00293673
2288; 0.052345; 0.00199; 0.00289753; 0.046717; 0.003169; 0.00293673
2303; 0.058692; 0.001965; 0.00291149; 0.045822; 0.002073; 0.00293673
2293; 0.055737; 0.00203; 0.00291149; 0.044822; 0.002059; 0.00292738
2293; 0.052312; 0.002641; 0.00291149; 0.04902; 0.002334; 0.00292738
2293; 0.056803; 0.002033; 0.00291149; 0.045634; 0.002008; 0.00292738
2293; 0.05718; 0.002483; 0.00291149; 0.050539; 0.002117; 0.00292738
2293; 0.060642; 0.002007; 0.00291149; 0.046509; 0.002061; 0.00292738
2293; 0.056665; 0.001965; 0.00291149; 0.045511; 0.001992; 0.00292738
2293; 0.055235; 0.001966; 0.00291149; 0.041084; 0.002035; 0.00292738
2293; 0.054018; 0.002087; 0.00291149; 0.048421; 0.002012; 0.00292738
2303; 0.056924; 0.001972; 0.00291248; 0.040793; 0.002019; 0.00293526
2303; 0.057472; 0.002033; 0.00291248; 0.046879; 0.002641; 0.00293526
2303; 0.05904; 0.001924; 0.00291248; 0.04558; 0.002019; 0.00293526
2303; 0.059235; 0.002012; 0.00291248; 0.045677; 0.002738; 0.00293526
2303; 0.052772; 0.001972; 0.00291248; 0.046075; 0.002066; 0.00293526
2303; 0.060032; 0.002149; 0.00291248; 0.046642; 0.002013; 0.00293526
2303; 0.054254; 0.003261; 0.00291248; 0.042234; 0.002844; 0.00293526
2303; 0.051545; 0.001978; 0.00291248; 0.05101; 0.002045; 0.00293526
2269; 0.055727; 0.003357; 0.00287954; 0.047007; 0.002956; 0.00293526
2269; 0.056249; 0.002476; 0.00287954; 0.040764; 0.002408; 0.00293156
2269; 0.054018; 0.001932; 0.00287954; 0.041956; 0.00207; 0.00293156
2269; 0.052357; 0.002937; 0.00287954; 0.047997; 0.002779; 0.00293156
2269; 0.05757; 0.002011; 0.00287954; 0.043434; 0.002037; 0.00293156
2269; 0.061101; 0.003445; 0.00287954; 0.041941; 0.003019; 0.00293156
2269; 0.060152; 0.003347; 0.00287954; 0.041958; 0.003319; 0.00293156
2269; 0.055244; 0.002005; 0.00287954; 0.046416; 0.002027; 0.00293156
2269; 0.052311; 0.001993; 0.00287954; 0.050757; 0.001984; 0.00293156
2303; 0.053279; 0.002321; 0.00291622; 0.046924; 0.003678; 0.00293156
2303; 0.0544; 0.001973; 0.00291622; 0.049717; 0.002012; 0.00293274
2303; 0.054123; 0.00198; 0.00291622; 0.050751; 0.002051; 0.00293274
2303; 0.05704; 0.00195; 0.00291622; 0.045207; 0.002013; 0.00293274
2303; 0.056759; 0.002106; 0.00291622; 0.046368; 0.002052; 0.00293274
2303; 0.054394; 0.00196; 0.00291622; 0.046921; 0.002021; 0.00293274
2303; 0.05665; 0.002017; 0.00291622; 0.046185; 0.002004; 0.00293274
2303; 0.059227; 0.001997; 0.00291622; 0.0499; 0.002014; 0.00293274
2303; 0.05679; 0.001982; 0.00291622; 0.043612; 0.002635; 0.00293274
2303; 0.054432; 0.002557; 0.00291367; 0.044369; 0.002326; 0.00293663
2303; 0.055616; 0.001943; 0.00291367; 0.043747; 0.002021; 0.00293663
2303; 0.058037; 0.002158; 0.00291367; 0.045849; 0.002066; 0.00293663
2303; 0.061189; 0.002; 0.00291367; 0.048256; 0.002031; 0.00293663
2303; 0.060538; 0.001957; 0.00291367; 0.047299; 0.002073; 0.00293663
2303; 0.057764; 0.002114; 0.00291367; 0.044732; 0.002097; 0.00293663
2303; 0.055398; 0.001949; 0.00291367; 0.045721; 0.002009; 0.00293663
2303; 0.054399; 0.00214; 0.00291367; 0.045733; 0.00203; 0.00293663
2235; 0.057901; 0.003764; 0.00284092; 0.042756; 0.00347; 0.00293663
2225; 0.052109; 0.001968; 0.00284092; 0.044973; 0.002021; 0.00292116
2225; 0.056538; 0.002177; 0.00284092; 0.041147; 0.002119; 0.00292116
2225; 0.058396; 0.003705; 0.00284092; 0.04119; 0.003192; 0.00292116
2225; 0.050282; 0.002039; 0.00284092; 0.049535; 0.002006; 0.00292116
2225; 0.051639; 0.002012; 0.00284092; 0.045205; 0.002045; 0.00292116
2225; 0.056571; 0.002611; 0.00284092; 0.047355; 0.002331; 0.00292116
2225; 0.056029; 0.002268; 0.00284092; 0.052848; 0.002291; 0.00292116
2225; 0.054712; 0.002066; 0.00284092; 0.049246; 0.001998; 0.00292116
2293; 0.061709; 0.002011; 0.00290836; 0.047913; 0.003378; 0.00292116
2303; 0.060633; 0.00195; 0.00290836; 0.043764; 0.002023; 0.00293732
2303; 0.06228; 0.002063; 0.00290836; 0.050552; 0.002021; 0.00293732
2303; 0.057623; 0.002319; 0.00290836; 0.046975; 0.003183; 0.00293732
2303; 0.055504; 0.002109; 0.00290836; 0.050936; 0.002166; 0.00293732
2303; 0.056589; 0.002258; 0.00290836; 0.046948; 0.003838; 0.00293732
2303; 0.054431; 0.001984; 0.00290836; 0.047431; 0.002059; 0.00293732
2303; 0.059778; 0.002838; 0.00290836; 0.050678; 0.00272; 0.00293732
2303; 0.056962; 0.001951; 0.00290836; 0.046645; 0.002088; 0.00293732
2288; 0.055245; 0.002694; 0.00290216; 0.047741; 0.003252; 0.00293255
2288; 0.060604; 0.002111; 0.00290216; 0.048528; 0.002465; 0.00293255
2288; 0.054962; 0.002172; 0.00290216; 0.050204; 0.002322; 0.00293255
2288; 0.053896; 0.002396; 0.00290216; 0.051527; 0.002261; 0.00293255
2288; 0.058651; 0.003545; 0.00290216; 0.047287; 0.002866; 0.00293255
2288; 0.059874; 0.001977; 0.00290216; 0.048164; 0.002025; 0.00293255
2288; 0.056126; 0.002023; 0.00290216; 0.047173; 0.002049; 0.00293255
2288; 0.062141; 0.002678; 0.00290216; 0.04459; 0.002639; 0.00293255
2303; 0.056376; 0.002009; 0.00290874; 0.047687; 0.002064; 0.0029376
2303; 0.056405; 0.002273; 0.00290874; 0.047944; 0.002374; 0.0029376
2303; 0.060225; 0.002195; 0.00290874; 0.046176; 0.00207; 0.0029376
2303; 0.058218; 0.00363; 0.00290874; 0.045246; 0.003168; 0.0029376
2303; 0.055128; 0.002072; 0.00290874; 0.045695; 0.002562; 0.0029376
2303; 0.057374; 0.00209; 0.00290874; 0.052039; 0.002308; 0.0029376
2303; 0.056056; 0.002006; 0.00290874; 0.043175; 0.002917; 0.0029376
2303; 0.055012; 0.002124; 0.00290874; 0.044208; 0.002173; 0.0029376
2303; 0.057011; 0.002918; 0.00290874; 0.041982; 0.003505; 0.0029376
2303; 0.056067; 0.003251; 0.00291464; 0.0446; 0.002955; 0.00293869
2303; 0.06076; 0.002128; 0.00291464; 0.046531; 0.002299; 0.00293869
2303; 0.056491; 0.00202; 0.00291464; 0.045706; 0.002037; 0.00293869
2303; 0.054226; 0.002259; 0.00291464; 0.046533; 0.002042; 0.00293869
2303; 0.055685; 0.002393; 0.00291464; 0.04629; 0.002468; 0.00293869
2303; 0.055621; 0.00264; 0.00291464; 0.046682; 0.002618; 0.00293869
2303; 0.056401; 0.00202; 0.00291464; 0.050254; 0.002017; 0.00293869
2303; 0.058394; 0.002226; 0.00291464; 0.042275; 0.002192; 0.00293869
2269; 0.058198; 0.001978; 0.00287735; 0.043359; 0.002042; 0.00293869
2260; 0.054503; 0.002382; 0.00287735; 0.049257; 0.002063; 0.00292896
2260; 0.058763; 0.001974; 0.00287735; 0.050045; 0.00215; 0.00292896
2260; 0.053444; 0.001995; 0.00287735; 0.04729; 0.002089; 0.00292896
2260; 0.056545; 0.001988; 0.00287735; 0.04165; 0.002035; 0.00292896
2260; 0.053191; 0.002175; 0.00287735; 0.046675; 0.002036; 0.00292896
2260; 0.059811; 0.001987; 0.00287735; 0.045819; 0.002041; 0.00292896
2260; 0.056023; 0.00201; 0.00287735; 0.042099; 0.00212; 0.00292896
2260; 0.053967; 0.001982; 0.00287735; 0.046526; 0.002039; 0.00292896
2303; 0.055225; 0.001958; 0.00291023; 0.044483; 0.002022; 0.00293253
2303; 0.060204; 0.002275; 0.00291023; 0.047435; 0.002237; 0.00293253
2303; 0.055222; 0.002173; 0.00291023; 0.04559; 0.002413; 0.00293253
2303; 0.057378; 0.002137; 0.00291023; 0.056568; 0.002352; 0.00293253
2303; 0.057904; 0.003269; 0.00291023; 0.046033; 0.002139; 0.00293253
2303; 0.059827; 0.001948; 0.00291023; 0.045919; 0.002047; 0.00293253
2303; 0.056836; 0.00203; 0.00291023; 0.042205; 0.003738; 0.00293253
2303; 0.054945; 0.00197; 0.00291023; 0.045288; 0.002018; 0.00293253
2303; 0.057806; 0.001955; 0.00291023; 0.042661; 0.001989; 0.00293253
2303; 0.054398; 0.002271; 0.00290636; 0.050802; 0.002092; 0.00292461
2303; 0.060267; 0.00248; 0.00290636; 0.045959; 0.002379; 0.00292461
2303; 0.059797; 0.00196; 0.00290636; 0.046241; 0.002016; 0.00292461
2303; 0.054191; 0.001981; 0.00290636; 0.046741; 0.002026; 0.00292461
2303; 0.055968; 0.002701; 0.00290636; 0.043767; 0.002698; 0.00292461
2303; 0.060752; 0.002002; 0.00290636; 0.041104; 0.002062; 0.00292461
2303; 0.052476; 0.002021; 0.00290636; 0.048352; 0.001992; 0.00292461
2303; 0.053169; 0.002151; 0.00290636; 0.046205; 0.00217; 0.00292461
2303; 0.055763; 0.001957; 0.00290821; 0.042281; 0.002029; 0.00292461
2278; 0.055175; 0.001935; 0.00290821; 0.04677; 0.002036; 0.00291731
2278; 0.055535; 0.001954; 0.00290821; 0.048455; 0.002033; 0.00291731
2278; 0.055752; 0.002817; 0.00290821; 0.047666; 0.00273; 0.00291731
2278; 0.053008; 0.001962; 0.00290821; 0.050126; 0.002041; 0.00291731
2278; 0.054942; 0.002239; 0.00290821; 0.051052; 0.002007; 0.00291731
2278; 0.055272; 0.00195; 0.00290821; 0.046655; 0.002194; 0.00291731
2278; 0.054935; 0.002014; 0.00290821; 0.046217; 0.002019; 0.00291731
2278; 0.055426; 0.002259; 0.00290821; 0.049625; 0.002209; 0.00291731
2303; 0.054627; 0.002003; 0.0029141; 0.040766; 0.001958; 0.00292412
2303; 0.061584; 0.001944; 0.0029141; 0.045049; 0.001995; 0.00292412
2303; 0.056455; 0.001943; 0.0029141; 0.044787; 0.001999; 0.00292412
2303; 0.054623; 0.001949; 0.0029141; 0.046295; 0.002011; 0.00292412
2303; 0.058062; 0.002002; 0.0029141; 0.046942; 0.002015; 0.00292412
2303; 0.058988; 0.0024; 0.0029141; 0.046505; 0.00217; 0.00292412
2303; 0.055315; 0.001973; 0.0029141; 0.042098; 0.001997; 0.00292412
2303; 0.072343; 0.001989; 0.0029141; 0.042376; 0.002086; 0.00292412
2303; 0.052632; 0.002075; 0.0029141; 0.04227; 0.002038; 0.00292412
2293; 0.052396; 0.002036; 0.00291426; 0.041597; 0.002059; 0.00292126
2293; 0.05544; 0.002007; 0.00291426; 0.042525; 0.0021; 0.00292126
2293; 0.051115; 0.001963; 0.00291426; 0.041838; 0.002001; 0.00292126
2293; 0.053557; 0.002023; 0.00291426; 0.041873; 0.002025; 0.00292126
2293; 0.051831; 0.002099; 0.00291426; 0.042594; 0.002414; 0.00292126
2293; 0.050951; 0.002051; 0.00291426; 0.041987; 0.002003; 0.00292126
2293; 0.050836; 0.002068; 0.00291426; 0.042022; 0.002017; 0.00292126
2293; 0.053161; 0.002003; 0.00291426; 0.046313; 0.002024; 0.00292126
2293; 0.052311; 0.002101; 0.00291426; 0.044568; 0.002032; 0.00292126
2293; 0.050995; 0.002024; 0.00291517; 0.041479; 0.00203; 0.00292549
2293; 0.051711; 0.002037; 0.00291517; 0.042514; 0.002278; 0.00292549
2293; 0.051769; 0.002007; 0.00291517; 0.041845; 0.002031; 0.00292549
2293; 0.05103; 0.002047; 0.00291517; 0.045996; 0.002043; 0.00292549
2293; 0.058979; 0.002068; 0.00291517; 0.046115; 0.002006; 0.00292549
2293; 0.055151; 0.002165; 0.00291517; 0.050071; 0.002029; 0.00292549
2293; 0.057099; 0.001991; 0.00291517; 0.046112; 0.00203; 0.00292549
2293; 0.062596; 0.001958; 0.00291517; 0.041477; 0.00202; 0.00292549
2293; 0.062306; 0.002; 0.00291517; 0.046756; 0.002051; 0.00292549
2303; 0.06291; 0.002017; 0.00290934; 0.045962; 0.002007; 0.00292152
2303; 0.058164; 0.001947; 0.00290934; 0.046667; 0.001986; 0.00292152
2303; 0.055077; 0.002049; 0.00290934; 0.04591; 0.002063; 0.00292152
2303; 0.055274; 0.002652; 0.00290934; 0.047406; 0.002517; 0.00292152
2303; 0.059305; 0.002025; 0.00290934; 0.042577; 0.002096; 0.00292152
2303; 0.059147; 0.002941; 0.00290934; 0.046195; 0.002791; 0.00292152
2303; 0.056145; 0.001983; 0.00290934; 0.046819; 0.002039; 0.00292152
2303; 0.051139; 0.001983; 0.00290934; 0.041937; 0.002002; 0.00292152
2303; 0.061524; 0.001973; 0.00291405; 0.047288; 0.002025; 0.00292152
2303; 0.057625; 0.002198; 0.00291405; 0.049997; 0.002415; 0.00293781
2303; 0.061282; 0.002803; 0.00291405; 0.051053; 0.002222; 0.00293781
2303; 0.065425; 0.002172; 0.00291405; 0.051013; 0.002195; 0.00293781
2303; 0.059803; 0.002469; 0.00291405; 0.048769; 0.002183; 0.00293781
